text,created_at,retweet_count,favorite_count
"@seanatx24 Yes, but not football related. We played A&amp;M each year in baseball.",Mon Nov 25 16:43:28 +0000 2024,19,0
"State Sen. @CreightonForTX said that diversity, equity, and inclusion (DEI) reforms for higher education institutions have made a significant impact at Texas A&amp;M University, but he emphasized that the work is ongoing.

https://t.co/9y6sETNfpA",Wed Nov 20 18:29:00 +0000 2024,2,0
"It was great to participate in the Texas A&amp;M University Space Institute groundbreaking last Friday with Gwen Griffin, my Texas Space Commission chair, Texas Rep. Greg Bonnen, JSC Director Vanessa Wyche and many more Texas leaders.  Another step towards Texas space innovation. https://t.co/9zGkEo3P9S",Tue Nov 19 04:42:12 +0000 2024,224,15
@kyleumlang Texas has more 10 win seasons than A&amp;M has 9 win seasons 😭,Wed Nov 27 17:07:36 +0000 2024,16,0
Texas A&amp;M and Auburn legend Zach Calzada,Tue Nov 26 19:57:01 +0000 2024,5,1
"Texas A&amp;M University's Student Senate recently unanimously passed an ‘I Love America’ resolution

It states in part: “The words of Ronald Reagan still ring true today: ‘Freedom is never more than one generation away from extinction,’ reminding us that each generation of Americans https://t.co/of8MVGzbYE",Wed Nov 20 20:52:04 +0000 2024,11,3
"@c_g_lu @billyliucci The screenshot is from a site people pay to be part of representing Texas A&amp;M University

Doesn’t justify people talking on this app, but there is a difference in “clientele”",Mon Nov 25 04:21:05 +0000 2024,2,1
"Someday, A&amp;M is gonna have to free themselves from the Taxslayer Bowl.

Jimbo is gone. You shouldn’t have to do that anymore.",Tue Nov 26 14:30:06 +0000 2024,44,1
"Not justifying this dude with an interaction, but: 

Yes, Tech doesn't have yell leaders.

They also don't have the largest football stadium in the State of Texas.

They also didn't have a top 10 athletic department revenue in 2023. 

They also didn't sell 91,000 season tickets https://t.co/HQxWlx48CF",Tue Jul 09 13:17:57 +0000 2024,437,15
🌟🎉 Congratulations to Lena Junior on your commitment to East Texas A&amp;M University! We’re so proud of you and can’t wait to see all the great things you’ll accomplish. #DTID https://t.co/1LmV0SXSVc,Thu Nov 21 20:33:50 +0000 2024,24,2
"Texas A&amp;M University: A tight-knit College of Architecture in one of the U.S.’s largest universities https://t.co/ovffIgE8MY 

@Study_INTNL | #College #TAMU #Architecture #Construction #Planner",Fri Nov 22 16:37:19 +0000 2024,0,0
"After a GREAT visit to Wichita Falls, Texas, with my man @RobertC_068 and @coachfrazierMSU, I’m honored and thankful to receive an offer from Midwestern State University! Thank y'all for the hospitality! #DTA @MrA2BGAP @PearlRiverFB @MSUTexasFB https://t.co/2NNTw1mHyO",Sat Nov 23 22:19:23 +0000 2024,23,5
"With a huge name hire and things looking bad in Austin, Texas A&amp;M is now in position to dominate the state (VIP)

https://t.co/OCMG8trzKH https://t.co/DpSwbz49o5",Sat Dec 02 17:14:49 +0000 2017,100,20
"This image, taken by the NASA/ESA Hubble Space Telescope, shows a galaxy similar in mass to the Milky Way. The galaxy is seen as it was 6.1 billion years ago.

Credit: NASA, ESA, C. Papovich (Texas A&amp;M University), H. Ferguson (STScI), S. Faber (University of California, Santa https://t.co/74ogExVKnP",Wed Nov 27 03:02:13 +0000 2024,2,0
"Texas A&amp;M President Mark A. Welsh III reflects on his military career as a U.S. Air Force General and how it has influenced his leadership, values, and vision for Texas A&amp;M. 🇺🇸 https://t.co/5J5IaqMB6O",Mon Nov 25 15:16:33 +0000 2024,227,19
"COMPLAINTS

Depending on who you ask, the ticket-pulling process for students to obtain tickets to the upcoming historic football matchup between rivals Texas A&amp;M and the University of Texas was a not-so-pleasant experience.
 https://t.co/bQC5pz6EdE",Tue Nov 19 19:52:50 +0000 2024,5,1
"Yep, @TAMU goes all-in on homosexual for Valentine's Day.

And you thought A&amp;M was a conservative institution? Maybe 30 years ago, but not anymore. Aggieland has been fully Austinized.

#GigEm? https://t.co/qL52RDA6vg",Wed Feb 14 16:55:15 +0000 2024,343,125
"Texas A&amp;M is home to the most National Merit Scholars of any university in Texas and the seventh most in the United States. 👍

Congrats &amp; Gig 'em to the 297 incoming #TAMU24 Aggies who were honored as President’s Endowed Scholars this year! #tamu

https://t.co/q7wEMF5bYI",Tue Aug 11 18:40:03 +0000 2020,225,35
"👍 Today is our 145th birthday! 👍

On this day in 1876, Texas A&amp;M officially opened its doors and became the first public institution of higher education in Texas! #tamu https://t.co/q3vkiFASPQ",Mon Oct 04 13:25:00 +0000 2021,1773,354
Honoring the service and sacrifice of Aggie veterans this #VeteransDay. We’re proud to uphold Texas A&amp;M’s strong military legacy. Thank you to all who have served. https://t.co/68eFaLRbMp,Mon Nov 11 15:30:15 +0000 2024,1,0
"Thankful for the Texas A&amp;M University memories? Put them on display in a @tamu diploma frame and celebrate them every day. 🖼️🦃🖼️ 

#tamu #Thankful #AlumniPride #earnitframeit @diplomaframe #ChurchHillClassics https://t.co/af4xqU6xCx",Mon Nov 11 17:00:26 +0000 2024,0,0
"#RT @anita_dickason

A u 7 9

What links Texas A&amp;M University and the University of Texas to a massive theft of explosives and a missing ATF agent?

https://t.co/4xOeDPUbcJ

#bookblast
#paranormal
#HeistCrime
#FinancialThrillers
#KidnappingCrimeFiction
#suspense
#CrimeFiction https://t.co/ImRFnoVzTc",Wed Nov 27 22:04:03 +0000 2024,0,0
"Three legendary cars, one unforgettable day! This Saturday, see the Texas A&amp;M Formula SAE (@sae_tamu) car alongside the @StewartHaasRcng No. 4 (@joshberry) and No. 14 (@ChaseBriscoe_14) cars in Aggie Park’s Fan Zone! Meet the engineers and capture the Aggie spirit! #12thMan https://t.co/b7NAy97Ksq",Fri Nov 15 17:10:08 +0000 2024,77,10
"@BigJoeBastardi I'm a bit nervous for America's Team, the Texas Longhorns.  Aggies are not a bad team, and while OU is a bigger rivalry game for UT, Aggie hates UT so much they sing about 'texas university' to fire up to play Notre Dame.  Night game in CLL will be tough.",Wed Nov 27 16:12:56 +0000 2024,0,0
"@AggiesRecruitEx 'Good bye to A&amp;M' is the only reference to TAMU in the fight song, and student section, we often replaced 'Go Horns Go' with 'OU Sucks'.

An entire song about 'texas university' and mutilating mascots, not what should be sung about playing schools not named Texas.",Wed Nov 27 19:53:03 +0000 2024,0,0
"The State of Texas, @tamu, #TAMUengineering &amp; @tamusystem broke ground for the Texas A&amp;M University Space Institute @NASA_Johnson! This facility will support research for civilian, defense &amp; commercial space missions.👍

Read: https://t.co/SpRXzdQny6 https://t.co/hBPQ5cMlHa",Fri Nov 15 20:41:24 +0000 2024,4,0
"First Touchdown as East Texas A&amp;M 
#2 Ron Peace to #1 Tyson Schilling 

You don’t want to miss tomorrow!
 Make sure to get your tickets at https://t.co/Hnj1cvQB2I https://t.co/XA1efVVeOf",Fri Nov 15 19:48:06 +0000 2024,43,7
"CONGRATS to these students who met Texas A&amp;M University Texarkana application requirements and were accepted on the spot.  Students were awarded scholarships of up to $4,000, $ 3,000 or $ 2,000 A Year. Way to go scholars! @NFHS_Rangers @gisdcounseling @gisdnews @TAMUTexarkana https://t.co/o61kfTdoJQ",Tue Nov 19 20:28:04 +0000 2024,3,0
"A&amp;M just lost to 4-6 Auburn and hasn’t won a conference game all November.

The bar is low.",Mon Nov 25 18:14:36 +0000 2024,105,4
"Southern University Cam Amboree with the 3-pointer against Texas A&amp;M 
📽️ESPN+ https://t.co/ELexFJlDnU",Thu Nov 21 03:42:03 +0000 2024,10,2
"Dr. Mark Benden served as moderator for the FUTURE 12 reveal of the top 12 topics that industry and military experts believe will shape the next decade in technology, medicine, defense and energy at The Texas A&amp;M University System's Innovation Forward (IF) 2024 Conference. https://t.co/eZgo5pSHMk",Thu Nov 21 16:23:38 +0000 2024,0,0
"@erik1955viby Trump har t ex valt till jordbruksminister, en person uppväxt på en bondgård och med ""Graduate of Texas A&amp;M University, Brooke earned a Bachelor’s of Science Degree in Agriculture Development"" mm. Väl insatt i det hon ska ta ansvar för. 

Hur har det varit med våra",Sun Nov 24 11:03:34 +0000 2024,36,4
"3. Cultural and Institutional Differences
The University of Texas: UT is a public flagship university known for its academic prestige, large alumni base, and immense financial resources. It has historically dominated the rivalry in terms of national championships and overall",Wed Nov 27 01:17:59 +0000 2024,0,0
A&amp;M is an accredited institution of higher learning in the State of Texas,Tue Nov 26 17:48:00 +0000 2024,10,0
"As we continue to celebrate the 15th anniversary of the Soltis Center we would like to share this incredible article from the Texas A&amp;M Foundation highlighting the Soltis Center Director, Dr. Eugenio Gonzalez! 👍 Read more at the link below! #GigEm

🔗: https://t.co/1crxMJ9mw1 https://t.co/pv2TVBMRaQ",Fri Nov 01 19:17:06 +0000 2024,0,0
"CONGRATS to these students who met Texas A&amp;M University Texarkana application requirements and were accepted on the spot.  Students were awarded scholarships of up to $4,000, $ 3,000 or $ 2,000 A Year. Way to go scholars! @NFHS_Rangers @gisdcounseling @gisdnews @TAMUTexarkana https://t.co/qVNGw124dT",Tue Nov 19 20:28:33 +0000 2024,5,0
"@cjogara A&amp;M might finish 8-4 (again) without playing Bama, Georgia, Ole Miss, and Tennessee. 

That’s a 5 loss team on their typical SEC West schedule.",Mon Nov 25 17:31:12 +0000 2024,10,1
"Texas A&amp;M quarterback Marcel Reed: ""I understand the rivalry. A lot of people know that football in Texas is just different. This game coming back is really big for our university, their university and the state of Texas.""",Mon Nov 25 19:21:51 +0000 2024,247,6
"Defensive Sacks:

Texas: 33

A&amp;M: 23

Run Defense:

Texas: #13 (104 YPG)

A&amp;M: #41 (128.4 YPG)",Tue Nov 26 18:43:45 +0000 2024,183,8
"We present to you: the latest in what the Texas v. A&amp;M rivalry says about the state, and how it has shaped both storied universities. 🤘👍

All of our rivalry stories in one place: https://t.co/jru6oNj0u5",Mon Nov 25 20:22:32 +0000 2024,4,3
"#NCAAF Money Line Favorites Parlay 

Ohio St ML
Ole Miss ML
SMU ML
Iowa ML
Syracuse ML
Bowling Green ML
Texas ML
Penn State ML
Colorado ML
Michigan ML
Missouri ML
Notre Dame ML
Alabama ML
Texas A&amp;M ML
Iowa State ML
LSU ML
USC ML

$50 &gt; $4.5K 

What ruins it? https://t.co/1Jhstk9XF3",Sat Nov 23 16:41:24 +0000 2024,14,2
"Due to continued inclement weather and rolling power outages, both in-person and virtual classes for students and work for nonessential employees is CANCELED on Tuesday, February 16 across all Texas locations. #tamu https://t.co/OBHjcyVgi4",Tue Feb 16 00:20:57 +0000 2021,796,210
"Michigan stadium holds more people than A&amp;M. 

Crowd size and impact for these road games are a bit overblown when it comes to Texas. You can make an argument we play better on the road.",Wed Nov 27 15:46:20 +0000 2024,305,10
Universities as superspreaders.  Texas A&amp;M does not require masks or vaccinations for students staff &amp; faculty. https://t.co/7Y0QBujYM4,Mon Sep 06 13:47:41 +0000 2021,3125,873
"TODAY, Nov. 21: Join us for our DeFord Lecture at 4 p.m. in JGB 2.324!

Our speaker is @RSarava, professor and head of the Department of Atmospheric Sciences at Texas A&amp;M University.

He will present on The Limits of Predictions: Weather vs. Climate.

All are welcome! https://t.co/0BReUJXpbw",Thu Nov 21 16:56:42 +0000 2024,3,1
"8. Cultural Significance Beyond Football
While the football rivalry is central, the competition between Texas and Texas A&amp;M extends beyond the field. It’s evident in the two schools’ academic programs, research initiatives, and the general cultural atmosphere of their respective",Wed Nov 27 01:18:01 +0000 2024,0,0
"Congratulations to the @TAMUEngineering faculty and students on surpassing the Massachusetts Institute of Technology (MIT) to become first in the nation in research expenditures in this year's U.S. News &amp; World Report rankings!

Read more: https://t.co/Z1i9tA89HK https://t.co/WZq1BzFP8z",Tue Jun 18 17:15:27 +0000 2024,615,95
"Why Do Scarlet Macaws Neglect Their Youngest Chicks? study out of Texas A&amp;M University @TAMU, published by @DiversityMDPI

by @GrrlScientist

#parrots🦜 #macaw #neglect #conservation #ornithology🪶 #BroodReduction🪺 #SciComm🧪 https://t.co/pZo61nsq8q https://t.co/YgT317GOsm",Tue Nov 19 22:10:54 +0000 2024,3,3
"Top 8 Cold War Moments: Texas vs A&amp;M 

1. Texas makes move for SEC - 2021 
2. Kyler Murray 
3. Brandon Jones TexAgs documentary 
4. Malik Jefferson 
5. Keondre Coburn &amp; Westfield blockade 
6. Bru McCoy impacts recruiting rankings 
7. Evan Stewart
8. Anthony Hill Jr https://t.co/duS8t70T3o",Mon Nov 25 15:52:51 +0000 2024,270,11
"Three years ago today, the Texas A&amp;M Higher Education Center in McAllen opened!

Since 2018, Aggies have studied, received their Aggie Rings, and have graduated from #TAMU in the #RGV. https://t.co/mRVcbdJNWY",Thu Oct 21 15:26:10 +0000 2021,513,60
"Get your game faces on, Eagles! There’s a @MeanGreenFB home game today in Denton. 🏈 

We're so excited for this 2:30 p.m. kickoff at DATCU Stadium. Join us as we cheer for a #MeanGreen win. If we win, we’ll be eligible for a bowl game, so they need you now more than ever! 🟢",Sat Nov 23 14:00:00 +0000 2024,13,1
Congrats to Texas Bombers ELP-Martinez player Izzy Ramos and her family. Izzy has committed to play softball for Texas A&amp;M University-Texarkana! #BlueBloods #collegecommit #bombernation https://t.co/j3GuaOWV68,Mon Nov 25 19:51:47 +0000 2024,17,0
"The President of Texas A&amp;M forced out after public outrage led to botched hiring of left-wing critical race theory extremist to run the school's renewed journalism program. But don't worry, the anti-white extremist has tenure at another public university in Texas (@UTAustin).",Sun Jul 23 02:12:48 +0000 2023,913,276
"FREE #NCAAB LOTTO 

Oklahoma ML
Auburn ML
Texas A&amp;M ML
North Carolina ML
UCONN ML

$50 &gt; $370 @BetMGM odds boosted. 

DROP A LIKE IF TAILING 🔥

#SportsBettingX https://t.co/bamdtHwUzp",Wed Nov 27 21:39:47 +0000 2024,7,0
"@SNLAlex15 2 loss teams that were in play had an AWFUL loss on Saturday; Bama, Ole Miss, and A&amp;M",Mon Nov 25 21:46:16 +0000 2024,2,0
